Id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
209,0.0938,0.0938,0.0469,0.1562,0.1562,0.0312,0.0469,0.0781,0.0625,0.0156,0.0625,0.0938,0.1406,0.0938,0.0156,0.1406,0.0938,0.0625,0.0781,0.0625,0.0156,0.0156,0.0156,0.0469,0.0781,0.0156,0.0156,0.0469,0.0312,0.0156,0.0469,0.1250,0.1094,0.0312,0.0156,0.0781,0.0156,0.0156,0.0312,0.0312,0.0781,0.0156,0.0312,0.1406,0.1094,0.0781,0.1250,0.0938,0.0938,0.1250,0.0781,0.0938,0.1094,0.0312,0.0625,0.0625,0.0312,0.0469,0.1562,0.1250,0.1094,0.0781,0.1719,0.2188
210,0.0781,0.1719,0.0781,0.0469,0.1406,0.0781,0.0938,0.1250,0.0781,0.0312,0.0469,0.0781,0.0156,0.0938,0.0781,0.0625,0.1250,0.0781,0.0469,0.0938,0.0625,0.0000,0.0156,0.0938,0.1094,0.0000,0.0469,0.1250,0.0781,0.1406,0.0312,0.0938,0.1250,0.0938,0.0625,0.0781,0.0312,0.0000,0.0469,0.0469,0.0781,0.0312,0.0156,0.0156,0.0156,0.0469,0.0469,0.1562,0.0469,0.0938,0.0312,0.0312,0.1094,0.0938,0.1250,0.0781,0.0938,0.0625,0.0312,0.0469,0.0938,0.1406,0.0781,0.2031
211,0.0469,0.0156,0.0625,0.0312,0.0156,0.1094,0.0625,0.0312,0.0469,0.1094,0.0781,0.0625,0.0938,0.0469,0.0312,0.0938,0.0156,0.0312,0.0469,0.0781,0.0938,0.0625,0.1094,0.0781,0.1406,0.1094,0.1406,0.0625,0.0469,0.0156,0.0781,0.0781,0.0469,0.1094,0.0781,0.0938,0.0156,0.1094,0.2031,0.0781,0.0938,0.1094,0.1562,0.1250,0.0938,0.0938,0.0781,0.0312,0.0312,0.0625,0.1094,0.0781,0.0469,0.0625,0.0781,0.0312,0.0469,0.0781,0.1094,0.0469,0.0469,0.0625,0.0938,0.0625
212,0.0312,0.0469,0.0781,0.0156,0.0312,0.1250,0.0469,0.0156,0.0469,0.0156,0.0469,0.1562,0.0469,0.0781,0.0625,0.0469,0.0938,0.0156,0.0625,0.0938,0.1250,0.0312,0.0938,0.0625,0.0469,0.0938,0.1406,0.0781,0.0469,0.0625,0.0625,0.0781,0.0469,0.0625,0.0312,0.0469,0.0625,0.0625,0.1094,0.0781,0.0469,0.1250,0.0781,0.1406,0.0938,0.1562,0.0625,0.1250,0.0000,0.0938,0.0938,0.0625,0.0625,0.0938,0.1094,0.0938,0.0469,0.0781,0.1250,0.0625,0.0625,0.0625,0.1250,0.1094
213,0.0312,0.1406,0.0625,0.0625,0.0469,0.0312,0.1094,0.1406,0.0469,0.0781,0.0312,0.0469,0.0469,0.0938,0.0625,0.0469,0.1094,0.0938,0.0156,0.0938,0.0156,0.0469,0.0312,0.1094,0.0625,0.0781,0.0469,0.1094,0.0938,0.1406,0.0000,0.1406,0.0781,0.0469,0.0156,0.0312,0.0469,0.0156,0.0469,0.0938,0.0469,0.0156,0.0156,0.0469,0.0625,0.0625,0.0312,0.1875,0.0781,0.0469,0.1094,0.0469,0.2031,0.1094,0.1094,0.0312,0.0156,0.0312,0.0312,0.1406,0.0938,0.1562,0.1250,0.2500
214,0.2656,0.1250,0.1094,0.1562,0.0938,0.0469,0.0625,0.0625,0.1094,0.0781,0.0312,0.0000,0.0469,0.1094,0.1094,0.1250,0.1250,0.0625,0.0000,0.1250,0.0469,0.0000,0.0781,0.0000,0.0781,0.0156,0.0000,0.1406,0.0781,0.0156,0.0469,0.0625,0.1406,0.0312,0.0625,0.0312,0.0625,0.0156,0.0625,0.0156,0.0312,0.0000,0.0312,0.0938,0.0469,0.0938,0.1250,0.0938,0.1250,0.0469,0.0312,0.0781,0.1094,0.0625,0.0312,0.1250,0.0469,0.0625,0.0938,0.1250,0.1094,0.1094,0.0625,0.1250
215,0.0625,0.0625,0.1250,0.0781,0.0625,0.0625,0.0000,0.1406,0.0781,0.0156,0.0625,0.1094,0.0781,0.1094,0.0312,0.1562,0.0781,0.0781,0.0469,0.0469,0.0938,0.0625,0.0469,0.0625,0.0781,0.0312,0.0000,0.0625,0.0938,0.1094,0.0469,0.1250,0.0469,0.0156,0.0469,0.0938,0.0156,0.0156,0.0312,0.0156,0.0312,0.0000,0.0156,0.0469,0.1094,0.0781,0.0312,0.1094,0.1250,0.1094,0.0625,0.1562,0.0781,0.1250,0.0938,0.1562,0.0156,0.0312,0.0156,0.1094,0.1719,0.1562,0.0625,0.2188
216,0.2031,0.0938,0.1094,0.0938,0.0781,0.0625,0.0312,0.0938,0.0781,0.0156,0.0781,0.0781,0.0938,0.0469,0.1094,0.1406,0.0781,0.0312,0.0938,0.0625,0.0469,0.0625,0.0156,0.0469,0.0312,0.0000,0.0312,0.0781,0.0938,0.0625,0.0000,0.1250,0.0938,0.0938,0.0000,0.1250,0.0312,0.0000,0.0312,0.0312,0.1250,0.0312,0.0156,0.0625,0.0156,0.0625,0.1250,0.0938,0.1094,0.0469,0.0469,0.1094,0.1094,0.0469,0.0625,0.1094,0.0781,0.0469,0.1094,0.0781,0.1094,0.1562,0.0781,0.1875
217,0.1094,0.0625,0.0781,0.1719,0.0781,0.0312,0.0312,0.0625,0.0938,0.0469,0.0312,0.1250,0.1094,0.1406,0.0781,0.1250,0.0781,0.0625,0.0938,0.1094,0.0312,0.0156,0.0000,0.0156,0.0469,0.0312,0.0000,0.1250,0.0625,0.0312,0.0156,0.0938,0.1094,0.0625,0.0156,0.0312,0.0625,0.0156,0.0156,0.0156,0.0312,0.0156,0.0000,0.0312,0.0938,0.0938,0.0625,0.1719,0.1250,0.0156,0.1094,0.1250,0.1719,0.0000,0.1562,0.1094,0.0469,0.0312,0.0469,0.1406,0.1094,0.1719,0.1094,0.2031
218,0.0938,0.1094,0.0781,0.1406,0.1719,0.0312,0.0938,0.0625,0.0781,0.0000,0.0469,0.1094,0.0469,0.1250,0.1094,0.1250,0.1406,0.0781,0.0312,0.1250,0.0312,0.0000,0.0000,0.0312,0.0781,0.0312,0.0000,0.0938,0.0938,0.0469,0.0625,0.0469,0.0938,0.0469,0.0938,0.0312,0.0469,0.0156,0.0156,0.0156,0.0156,0.0312,0.0156,0.0625,0.0938,0.1406,0.0938,0.1094,0.0938,0.1250,0.0312,0.0938,0.1250,0.0156,0.0938,0.1406,0.0938,0.0312,0.0625,0.1719,0.1094,0.0625,0.0938,0.1094
219,0.0781,0.0312,0.0625,0.0156,0.0469,0.0938,0.0312,0.0781,0.0469,0.1094,0.0938,0.0312,0.0000,0.0156,0.0312,0.0312,0.0312,0.0312,0.0938,0.0156,0.0469,0.0312,0.1875,0.0625,0.0938,0.1562,0.1875,0.0312,0.0625,0.1562,0.0781,0.0781,0.0781,0.1250,0.0312,0.0156,0.0469,0.0938,0.1719,0.1719,0.0625,0.1250,0.1719,0.1562,0.0469,0.0469,0.0938,0.1094,0.0000,0.0625,0.0938,0.0156,0.0312,0.1094,0.0781,0.0625,0.0469,0.0938,0.0781,0.0781,0.0625,0.0625,0.0938,0.0312
220,0.1875,0.1094,0.0781,0.1094,0.0938,0.0312,0.0781,0.0781,0.0781,0.0938,0.0312,0.0938,0.0781,0.0781,0.0469,0.1250,0.0625,0.0312,0.1250,0.0781,0.1094,0.0625,0.0938,0.0000,0.0781,0.1406,0.0781,0.0625,0.0781,0.0312,0.0312,0.0312,0.0781,0.0469,0.0469,0.0156,0.0781,0.1562,0.0625,0.0469,0.0156,0.0781,0.0312,0.0625,0.1094,0.0781,0.0312,0.0938,0.1562,0.0938,0.0312,0.1250,0.0156,0.0156,0.1250,0.0625,0.0156,0.0312,0.0469,0.0938,0.1406,0.0312,0.0781,0.1094
221,0.0938,0.0469,0.1250,0.0312,0.0781,0.0469,0.0625,0.0312,0.0469,0.0469,0.0938,0.1406,0.0469,0.0781,0.0312,0.0781,0.0781,0.0156,0.0469,0.1094,0.0469,0.0000,0.0781,0.0469,0.0312,0.0469,0.0938,0.0781,0.1250,0.0156,0.0781,0.0938,0.0312,0.0312,0.0312,0.0312,0.0469,0.0312,0.0469,0.1094,0.0156,0.0938,0.0156,0.2031,0.1094,0.2031,0.1250,0.0625,0.0781,0.1250,0.1250,0.0625,0.0781,0.0938,0.0781,0.1250,0.0312,0.0469,0.1250,0.0781,0.1094,0.0781,0.0469,0.1562
222,0.1406,0.0312,0.0781,0.1094,0.0156,0.1094,0.0938,0.0781,0.0312,0.0938,0.0781,0.0625,0.0469,0.0000,0.1406,0.0625,0.0781,0.0625,0.0156,0.0312,0.0781,0.0156,0.1406,0.0469,0.1406,0.0625,0.0625,0.1250,0.0625,0.0625,0.1094,0.0312,0.0938,0.0938,0.0312,0.1094,0.0469,0.1094,0.1250,0.0938,0.0469,0.1094,0.0312,0.0781,0.1406,0.1094,0.0781,0.0469,0.0312,0.1094,0.1406,0.0000,0.0469,0.0625,0.0312,0.0469,0.1094,0.1094,0.0938,0.1094,0.0312,0.0156,0.0938,0.0156
223,0.1875,0.1250,0.0469,0.1719,0.1875,0.0469,0.0469,0.0625,0.0938,0.0156,0.0469,0.0781,0.0469,0.1562,0.0312,0.1094,0.1250,0.1250,0.0781,0.0781,0.0156,0.0000,0.0156,0.0469,0.0469,0.0469,0.0312,0.0938,0.0469,0.0156,0.0625,0.0938,0.1094,0.0625,0.0156,0.0312,0.0781,0.0000,0.0625,0.0469,0.0469,0.0625,0.0000,0.0469,0.0625,0.0469,0.0938,0.1250,0.1094,0.0312,0.0781,0.0625,0.1250,0.0312,0.0938,0.0625,0.0312,0.0625,0.0781,0.1250,0.1250,0.0938,0.1094,0.2031
224,0.0781,0.0469,0.1250,0.0156,0.1094,0.0312,0.0625,0.1250,0.0938,0.0625,0.0938,0.0781,0.0156,0.0156,0.0781,0.1094,0.1250,0.0938,0.0469,0.0625,0.0469,0.0469,0.0625,0.0469,0.0781,0.0156,0.0625,0.0781,0.0469,0.0938,0.0781,0.0781,0.0312,0.0938,0.0938,0.0938,0.0938,0.0312,0.0469,0.0781,0.0781,0.0625,0.0312,0.1719,0.1094,0.0469,0.0938,0.0938,0.0312,0.0938,0.0469,0.0469,0.0781,0.0938,0.0625,0.0469,0.0625,0.1094,0.1562,0.0156,0.0469,0.1406,0.0938,0.1094
225,0.0312,0.0625,0.0469,0.0000,0.0312,0.0938,0.0625,0.0781,0.0469,0.0625,0.1250,0.0781,0.0312,0.0312,0.0312,0.0312,0.0469,0.0469,0.1094,0.0469,0.1094,0.0625,0.1875,0.0625,0.0938,0.1250,0.1562,0.1250,0.0938,0.0156,0.0781,0.0312,0.0156,0.0938,0.0938,0.0000,0.0938,0.1719,0.0938,0.0312,0.0312,0.1875,0.1562,0.1719,0.0781,0.2344,0.0312,0.0625,0.0312,0.0625,0.0625,0.0781,0.0156,0.0938,0.1562,0.0469,0.0312,0.0156,0.1094,0.0312,0.0469,0.0312,0.0469,0.0469
226,0.0625,0.0781,0.0625,0.1094,0.0312,0.0312,0.0312,0.0781,0.0625,0.0156,0.0156,0.0312,0.0781,0.1406,0.0938,0.2812,0.0625,0.0156,0.0156,0.2031,0.0781,0.0000,0.0469,0.0156,0.0156,0.0312,0.0625,0.0469,0.0156,0.0625,0.0781,0.0781,0.0781,0.0156,0.0156,0.1250,0.0156,0.0156,0.0156,0.0312,0.0938,0.0312,0.0156,0.0625,0.0469,0.1250,0.0312,0.0781,0.0938,0.0625,0.0312,0.1562,0.1719,0.0938,0.0625,0.1094,0.0625,0.0000,0.1094,0.1406,0.2031,0.1250,0.1094,0.3281
227,0.0469,0.0469,0.0312,0.1250,0.0938,0.0156,0.0469,0.0625,0.0625,0.0000,0.0312,0.0625,0.0938,0.0625,0.0781,0.2812,0.0625,0.0781,0.0469,0.1562,0.0625,0.0000,0.0156,0.0156,0.0625,0.0000,0.0000,0.0312,0.0156,0.0312,0.0469,0.1406,0.0469,0.0312,0.0625,0.0781,0.0312,0.0156,0.0000,0.0312,0.0312,0.0156,0.0156,0.1094,0.0625,0.0938,0.0469,0.1406,0.0781,0.0625,0.0312,0.1562,0.1562,0.0625,0.0312,0.1250,0.0625,0.0625,0.1250,0.1406,0.1562,0.1875,0.2188,0.3125
228,0.0938,0.0781,0.0469,0.1406,0.1875,0.0312,0.0469,0.0625,0.0938,0.0156,0.0156,0.1094,0.1250,0.1094,0.1406,0.0938,0.0938,0.0938,0.0469,0.0781,0.0312,0.0000,0.0156,0.0469,0.0156,0.0000,0.0156,0.1250,0.0312,0.0469,0.0625,0.0781,0.0938,0.0312,0.0312,0.1094,0.0156,0.0000,0.0000,0.0156,0.0312,0.0000,0.0000,0.0625,0.1406,0.1094,0.1250,0.1250,0.0781,0.1094,0.1094,0.1406,0.0781,0.0625,0.0938,0.1094,0.1250,0.0156,0.0625,0.2031,0.1406,0.0781,0.0781,0.1406
229,0.0469,0.0000,0.0938,0.0469,0.1094,0.0469,0.0938,0.0312,0.1250,0.1094,0.1094,0.0312,0.0781,0.0156,0.0938,0.0312,0.0938,0.0156,0.0625,0.0312,0.0312,0.0781,0.1250,0.0625,0.1094,0.1406,0.1406,0.0625,0.0938,0.0312,0.0000,0.1094,0.0156,0.2031,0.0781,0.0781,0.0469,0.1094,0.2188,0.1250,0.0938,0.1250,0.0781,0.0781,0.0469,0.0469,0.0625,0.0781,0.0312,0.0469,0.1406,0.0625,0.0156,0.0625,0.0156,0.0156,0.0469,0.1250,0.0625,0.0625,0.0625,0.0156,0.1406,0.0469
230,0.0469,0.0312,0.0000,0.0625,0.0469,0.0938,0.0938,0.0469,0.0469,0.0469,0.0781,0.0469,0.0156,0.0156,0.0781,0.0625,0.0312,0.0625,0.0312,0.0156,0.0312,0.1250,0.0938,0.1094,0.1094,0.0469,0.1562,0.0781,0.1406,0.0781,0.0312,0.0781,0.0156,0.1094,0.0625,0.0312,0.0312,0.0938,0.0469,0.0938,0.0312,0.0938,0.0781,0.2188,0.0938,0.1719,0.0781,0.0938,0.0469,0.0781,0.1250,0.0469,0.0312,0.0469,0.1562,0.0781,0.0312,0.0781,0.1094,0.0938,0.0469,0.0469,0.1406,0.1562
231,0.0000,0.1094,0.0938,0.0938,0.0938,0.0781,0.0312,0.0938,0.0625,0.0156,0.0625,0.0625,0.1094,0.0781,0.1094,0.1406,0.0625,0.0312,0.0312,0.1406,0.0781,0.0312,0.0156,0.0469,0.0469,0.0156,0.0312,0.0469,0.0938,0.0156,0.0469,0.0781,0.0781,0.0781,0.0625,0.0938,0.0000,0.0156,0.0312,0.0000,0.0781,0.0000,0.0000,0.1406,0.0625,0.0469,0.0625,0.2031,0.1406,0.0781,0.0312,0.1094,0.0938,0.0469,0.0625,0.0938,0.1250,0.0156,0.1250,0.1250,0.0938,0.1562,0.1719,0.2188
232,0.1562,0.1719,0.0625,0.0938,0.0469,0.0938,0.1250,0.1094,0.0625,0.0156,0.0312,0.0312,0.1406,0.0469,0.0625,0.1406,0.0469,0.1094,0.0156,0.0156,0.0625,0.0156,0.0312,0.0938,0.1094,0.0000,0.0469,0.1094,0.0938,0.0625,0.0156,0.1406,0.0938,0.0156,0.0156,0.1094,0.0156,0.0312,0.0156,0.0156,0.0312,0.0312,0.0000,0.0625,0.0469,0.0625,0.0469,0.1406,0.1875,0.0781,0.0312,0.1719,0.0625,0.0781,0.0938,0.0938,0.0312,0.0312,0.0469,0.0938,0.1875,0.1562,0.0781,0.1719
233,0.0156,0.0312,0.0938,0.0469,0.0469,0.0312,0.0625,0.0781,0.0938,0.0625,0.0938,0.0625,0.0781,0.0156,0.0938,0.0781,0.0625,0.0156,0.0156,0.0625,0.0469,0.0156,0.0469,0.0469,0.1094,0.0469,0.1094,0.0625,0.0938,0.0781,0.0781,0.0781,0.0312,0.0625,0.1094,0.1094,0.0156,0.0469,0.1562,0.1094,0.0625,0.0938,0.0312,0.1250,0.0781,0.0469,0.0781,0.1562,0.0781,0.1094,0.0781,0.0469,0.0469,0.0625,0.0625,0.0938,0.0625,0.1250,0.0781,0.1094,0.0625,0.1250,0.1250,0.1562
234,0.0000,0.0469,0.0625,0.0000,0.0469,0.0938,0.1094,0.0781,0.0312,0.1562,0.0625,0.0781,0.0156,0.0625,0.0000,0.0312,0.0469,0.0625,0.1094,0.0469,0.1406,0.0781,0.1094,0.1406,0.0312,0.1406,0.1719,0.1094,0.1406,0.1094,0.0781,0.0625,0.0156,0.0625,0.0469,0.0156,0.0312,0.2188,0.0938,0.1094,0.0781,0.1094,0.0469,0.0938,0.1094,0.0938,0.0469,0.0625,0.0469,0.1406,0.1094,0.0469,0.0469,0.0781,0.1406,0.0625,0.0000,0.0469,0.0469,0.0312,0.0781,0.0781,0.0000,0.0469
235,0.0938,0.0469,0.0156,0.0469,0.0312,0.1406,0.1094,0.0781,0.0000,0.0625,0.0156,0.1250,0.0156,0.0469,0.0938,0.0312,0.0156,0.1094,0.0469,0.0781,0.0469,0.0781,0.1094,0.1094,0.1094,0.1094,0.0938,0.0625,0.1250,0.0469,0.0781,0.1250,0.0156,0.1250,0.0312,0.0156,0.1094,0.0781,0.0469,0.1250,0.0156,0.1094,0.0312,0.0625,0.0938,0.0781,0.0625,0.0938,0.0781,0.0781,0.1094,0.0312,0.0625,0.0469,0.1094,0.0625,0.0625,0.0781,0.0938,0.0781,0.0625,0.1094,0.0781,0.1562
236,0.0156,0.0938,0.1094,0.0625,0.1719,0.1094,0.0625,0.0781,0.0625,0.0938,0.0625,0.0938,0.0625,0.0312,0.0469,0.0312,0.1250,0.1250,0.0469,0.0625,0.0938,0.0469,0.1094,0.0625,0.1094,0.1562,0.0938,0.0938,0.1094,0.0312,0.0469,0.0469,0.0625,0.0938,0.0469,0.0312,0.0469,0.1406,0.1875,0.0625,0.0469,0.0781,0.0312,0.0938,0.0781,0.0625,0.0781,0.0781,0.0781,0.1094,0.0938,0.0156,0.0469,0.0156,0.0938,0.0312,0.0156,0.1094,0.0625,0.0156,0.0469,0.0625,0.0469,0.0781
237,0.0312,0.0625,0.0469,0.0000,0.0938,0.0469,0.1094,0.0781,0.0000,0.1094,0.0781,0.0469,0.0156,0.0312,0.0156,0.0625,0.0469,0.0938,0.0625,0.0625,0.0312,0.2031,0.1562,0.0469,0.0469,0.2031,0.1562,0.1250,0.0781,0.0156,0.1094,0.0469,0.0312,0.0938,0.0312,0.0156,0.1250,0.1094,0.1719,0.0781,0.0625,0.1406,0.0938,0.1094,0.0625,0.1250,0.1094,0.0469,0.0312,0.0781,0.0781,0.0469,0.0156,0.0781,0.0938,0.0469,0.0625,0.0469,0.0781,0.0625,0.0781,0.0625,0.0156,0.0938
238,0.1250,0.0781,0.0469,0.2188,0.0625,0.0625,0.0312,0.0781,0.0781,0.0000,0.0469,0.1562,0.0938,0.1094,0.1250,0.1719,0.0469,0.0469,0.0156,0.0938,0.0781,0.0000,0.0156,0.0469,0.0000,0.0156,0.0469,0.0469,0.1250,0.0469,0.0625,0.0312,0.0781,0.0938,0.0781,0.0469,0.0000,0.0000,0.0156,0.0469,0.0938,0.0156,0.0156,0.0781,0.1094,0.0625,0.1094,0.0938,0.2188,0.0156,0.1406,0.1250,0.0625,0.0781,0.0469,0.0938,0.1250,0.0312,0.0938,0.0938,0.1719,0.0781,0.0469,0.1250
239,0.0312,0.0781,0.1094,0.0156,0.0469,0.1094,0.1250,0.0781,0.0156,0.2656,0.0312,0.0781,0.0156,0.0000,0.0469,0.0000,0.0312,0.0938,0.1406,0.0156,0.1406,0.0938,0.1875,0.0469,0.1250,0.2188,0.0781,0.1094,0.1094,0.0156,0.1406,0.0625,0.1406,0.0469,0.0625,0.0000,0.0781,0.1875,0.1719,0.1875,0.0469,0.0625,0.0312,0.0312,0.1250,0.1094,0.0312,0.0000,0.0156,0.1406,0.0781,0.0312,0.0156,0.0781,0.0469,0.0156,0.0625,0.0781,0.0469,0.0469,0.0156,0.0312,0.0156,0.0000
240,0.1875,0.1250,0.1094,0.1562,0.1250,0.0312,0.0156,0.1250,0.1250,0.0312,0.1094,0.0312,0.0781,0.0938,0.0625,0.2188,0.1250,0.0469,0.0156,0.1094,0.0469,0.0312,0.0156,0.0312,0.0469,0.0000,0.0312,0.0156,0.0000,0.0312,0.1094,0.0469,0.0781,0.0625,0.0781,0.1250,0.0625,0.0156,0.0000,0.0156,0.0469,0.0156,0.0312,0.1250,0.1250,0.0156,0.0312,0.0625,0.1719,0.0625,0.0938,0.0625,0.0625,0.0469,0.0625,0.0156,0.1406,0.0469,0.0469,0.0625,0.1875,0.0469,0.0938,0.2656
241,0.0938,0.0938,0.0625,0.1562,0.2031,0.0312,0.0469,0.0156,0.0938,0.0312,0.0938,0.0469,0.0781,0.1875,0.1250,0.1250,0.1094,0.1094,0.0469,0.1562,0.0625,0.0156,0.0312,0.0312,0.0625,0.0156,0.0312,0.0781,0.0469,0.0000,0.0312,0.0469,0.1250,0.0938,0.0312,0.0938,0.0312,0.0156,0.0312,0.0000,0.1250,0.0000,0.0312,0.1250,0.0938,0.0938,0.0625,0.0781,0.0781,0.0156,0.1094,0.1094,0.1250,0.0781,0.0781,0.0781,0.0625,0.0312,0.1250,0.0781,0.0938,0.0781,0.0781,0.0781
242,0.0000,0.0781,0.0625,0.0000,0.0000,0.0469,0.1250,0.1094,0.0312,0.1406,0.1250,0.0156,0.0469,0.0000,0.0312,0.0156,0.0312,0.0156,0.0469,0.0312,0.0469,0.0469,0.1562,0.0469,0.0938,0.1094,0.1250,0.1406,0.1094,0.0000,0.0938,0.1094,0.0312,0.0781,0.0781,0.0312,0.0469,0.1562,0.0938,0.1406,0.0781,0.1250,0.2031,0.1406,0.0938,0.1250,0.0781,0.0938,0.0781,0.0938,0.1250,0.0312,0.0312,0.0469,0.1094,0.0156,0.0156,0.0625,0.0938,0.0938,0.0781,0.0781,0.0625,0.0469
243,0.0312,0.0469,0.0781,0.0156,0.0625,0.0781,0.0781,0.0469,0.0312,0.0469,0.0781,0.0781,0.0469,0.0469,0.0625,0.0156,0.0312,0.0625,0.0781,0.0156,0.0312,0.0156,0.2031,0.0625,0.0469,0.1562,0.2031,0.1094,0.1250,0.0312,0.0469,0.0781,0.0312,0.0625,0.0156,0.0781,0.0781,0.1875,0.1250,0.0938,0.0781,0.2500,0.0938,0.1250,0.0938,0.1719,0.0781,0.0312,0.0781,0.0938,0.0625,0.0469,0.0312,0.0312,0.1094,0.0781,0.0312,0.0312,0.1719,0.0625,0.0156,0.0000,0.1094,0.0000
244,0.0469,0.0781,0.0781,0.0938,0.0781,0.1250,0.0938,0.0625,0.0156,0.1094,0.0469,0.0781,0.0000,0.0156,0.0625,0.0625,0.1406,0.0781,0.1094,0.0156,0.1094,0.0781,0.0625,0.1406,0.0781,0.0781,0.0625,0.0781,0.0625,0.1250,0.0938,0.0938,0.0781,0.0938,0.0312,0.0312,0.0938,0.1250,0.0625,0.1250,0.0938,0.0781,0.0469,0.0156,0.0625,0.0312,0.0625,0.0938,0.0312,0.1094,0.0312,0.0000,0.0625,0.0781,0.0781,0.0312,0.0469,0.1406,0.0781,0.0781,0.0469,0.0781,0.1250,0.0938
245,0.0156,0.0938,0.0469,0.0156,0.0781,0.0625,0.0469,0.0938,0.0156,0.0312,0.0781,0.0781,0.0625,0.0625,0.0000,0.0312,0.0625,0.0625,0.0469,0.0625,0.0781,0.0469,0.1875,0.0625,0.0625,0.2188,0.1562,0.0781,0.0625,0.0625,0.1250,0.1250,0.0312,0.0469,0.0625,0.0469,0.0625,0.1250,0.1562,0.1250,0.0781,0.1250,0.0469,0.1250,0.0469,0.1250,0.0469,0.0625,0.0625,0.0781,0.0469,0.0312,0.0156,0.1406,0.1250,0.0938,0.0312,0.0938,0.0938,0.0000,0.0469,0.1250,0.0469,0.0312
246,0.2031,0.1875,0.1094,0.1250,0.1562,0.1250,0.0469,0.0625,0.2031,0.0156,0.0469,0.0781,0.1094,0.0469,0.0312,0.1875,0.1250,0.0469,0.0625,0.1094,0.0938,0.0312,0.0000,0.0781,0.0469,0.0156,0.0000,0.0469,0.0469,0.0312,0.0312,0.0625,0.1406,0.1094,0.0625,0.0312,0.0625,0.0000,0.0156,0.0156,0.0156,0.0469,0.0156,0.0312,0.0625,0.0156,0.0312,0.1250,0.1406,0.0469,0.1094,0.1094,0.0312,0.0469,0.0469,0.0312,0.0781,0.0156,0.0469,0.0781,0.1875,0.0625,0.1250,0.1875
247,0.0469,0.0312,0.0469,0.0469,0.0312,0.1250,0.0312,0.0781,0.0781,0.0938,0.0781,0.0938,0.0469,0.0000,0.1094,0.0938,0.0781,0.0469,0.1094,0.0781,0.0781,0.0156,0.0938,0.0938,0.0625,0.1719,0.0625,0.0312,0.1094,0.0625,0.0625,0.1094,0.0156,0.1094,0.0938,0.0781,0.1094,0.1094,0.1250,0.0938,0.0625,0.0938,0.0156,0.0469,0.0469,0.0781,0.0938,0.0312,0.0312,0.0781,0.0781,0.0469,0.0938,0.0312,0.0781,0.0781,0.0938,0.0781,0.0625,0.0781,0.0469,0.1406,0.0469,0.1250
248,0.1250,0.0625,0.0625,0.1250,0.0938,0.0781,0.0469,0.0938,0.0781,0.0000,0.0625,0.0625,0.1562,0.0938,0.0625,0.1562,0.0625,0.0625,0.0469,0.0781,0.0625,0.0312,0.0312,0.0469,0.0625,0.0000,0.0156,0.0938,0.0469,0.0625,0.0156,0.1562,0.0469,0.1094,0.0000,0.1094,0.0156,0.0000,0.0156,0.0156,0.0938,0.0156,0.0312,0.0625,0.0781,0.0625,0.0781,0.0781,0.1250,0.0781,0.0938,0.1719,0.0781,0.0625,0.0781,0.1250,0.0312,0.0312,0.0938,0.0781,0.1875,0.1250,0.0781,0.2031
249,0.2188,0.0312,0.1875,0.1094,0.0781,0.0469,0.0469,0.0625,0.2344,0.0312,0.0625,0.0781,0.0938,0.0938,0.0938,0.1250,0.0938,0.0312,0.0469,0.0938,0.0156,0.0000,0.0469,0.0312,0.0312,0.0469,0.0312,0.0469,0.0469,0.0156,0.0312,0.0625,0.1406,0.1094,0.0469,0.0781,0.0781,0.0469,0.0156,0.0000,0.0156,0.0312,0.0312,0.1250,0.0781,0.0312,0.1250,0.1094,0.0938,0.0625,0.1094,0.1250,0.1094,0.0000,0.0469,0.0625,0.0938,0.0312,0.0781,0.0938,0.1719,0.0781,0.0469,0.1562
250,0.2500,0.1719,0.1094,0.1094,0.1875,0.0469,0.0312,0.1562,0.0625,0.0469,0.0781,0.0938,0.0938,0.0156,0.0781,0.1406,0.1094,0.1094,0.0469,0.0781,0.0781,0.0469,0.0312,0.0000,0.0000,0.0156,0.0000,0.0781,0.0938,0.0469,0.0312,0.0938,0.0469,0.0625,0.0469,0.0469,0.0156,0.0469,0.0156,0.0156,0.0938,0.0156,0.0000,0.0312,0.1094,0.0781,0.0156,0.0938,0.2344,0.0938,0.0781,0.0781,0.0625,0.0156,0.0156,0.0938,0.0469,0.0156,0.0625,0.0938,0.1875,0.0469,0.0938,0.2031
251,0.0469,0.0781,0.0625,0.0000,0.0781,0.1406,0.0469,0.0469,0.0938,0.1562,0.0625,0.0938,0.0312,0.0312,0.0469,0.0781,0.0312,0.0625,0.2031,0.0938,0.1250,0.1094,0.1094,0.0938,0.0625,0.0938,0.0938,0.0938,0.0469,0.0938,0.0156,0.0469,0.0469,0.1406,0.0938,0.0156,0.0469,0.1406,0.1094,0.0312,0.0781,0.0469,0.0469,0.1094,0.0938,0.1250,0.0781,0.0312,0.0469,0.0312,0.0469,0.0781,0.1406,0.0469,0.0781,0.0312,0.0625,0.0312,0.0781,0.0312,0.0312,0.0625,0.0625,0.1250
